cumulative_pod_deposit_amt,cumulative_num_pods,age_of_account,num_friends,num_pods_created,network_size,num_peer_review_positive,num_peer_review_negative,reputation_score
196,2,5,3,3,18,15,1,4
3919,11,8,11,5,37,32,4,6
11608,23,9,5,0,52,52,28,6
125,2,5,4,1,13,2,3,7
3792,14,6,5,0,33,20,4,3
2685,12,7,6,1,40,39,2,8
15,0,7,3,6,2,4,1,3
3321,19,9,9,5,48,48,8,4
1,0,5,2,4,2,6,1,6
1941,9,6,4,1,27,7,6,10
845,3,5,3,2,25,31,1,8
70,0,5,0,2,2,4,1,7
4775,14,10,14,7,42,41,7,6
2261,12,8,4,2,40,17,6,6
996,11,10,13,4,29,18,3,6
32,1,8,3,10,3,4,1,7
9173,22,8,7,0,61,46,21,8
4006,17,5,14,4,40,35,2,8
2605,14,8,11,4,38,31,7,8
3,1,6,5,7,2,1,1,9
12214,29,11,17,5,68,45,14,7
311,1,7,8,0,9,6,2,6
174,2,7,3,0,9,3,1,6
0,0,1,0,1,0,0,1,8
3476,9,6,12,7,21,21,12,6
3,0,4,5,2,6,3,1,6
575,6,10,5,2,23,12,2,4
1333,2,4,1,2,7,7,2,4
2027,5,7,9,2,14,27,1,4
402,1,7,4,2,6,8,3,8
8212,24,8,10,2,58,46,9,6
238,6,8,14,4,22,11,7,1
3,0,3,7,2,1,2,1,5
3,0,4,2,2,1,1,1,8
135,1,3,8,8,5,2,3,6
776,5,8,10,5,22,33,2,6
2142,4,6,9,1,20,29,2,6
3789,13,8,8,7,37,29,5,4
6310,20,12,22,8,55,48,3,4
5,0,4,3,4,3,0,4,5
77,3,7,4,0,9,10,1,7
244,3,7,6,0,19,15,2,4
1843,5,9,9,0,22,37,1,2
307,6,5,11,2,19,9,1,7
1114,4,6,11,2,13,31,1,6
2890,10,6,9,2,43,19,17,4
2550,9,9,8,0,28,20,4,8
674,14,11,5,3,39,12,1,4
486,7,5,2,1,25,5,3,5
0,0,5,3,2,1,1,1,8
558,14,12,8,0,29,11,4,9
2994,10,8,5,6,35,20,14,5
1738,9,11,7,0,35,34,2,6
259,0,2,1,1,0,4,1,4
593,8,3,1,1,26,15,1,4
0,0,2,5,4,1,2,1,6
10088,28,13,26,7,62,56,6,7
791,8,8,2,8,26,4,2,7
185,2,5,5,3,8,7,1,5
13017,30,15,30,3,68,60,14,10
6,0,1,0,0,1,1,2,7
7215,22,4,4,0,48,20,6,2
2681,10,10,12,6,30,30,2,9
1119,2,3,4,0,10,10,2,5
2751,11,10,14,2,33,31,11,5
12688,28,10,22,2,61,58,4,6
3659,6,3,6,1,23,20,2,6
8288,13,9,4,0,43,51,3,1
243,5,5,4,4,20,6,2,5
108,2,6,4,5,4,10,2,8
9917,25,14,21,2,54,57,17,6
1112,11,8,8,3,36,20,4,1
31,3,8,4,2,7,7,6,6
8137,21,7,7,5,53,30,2,7
260,5,2,5,4,12,11,1,8
165,1,1,3,1,7,3,1,4
0,0,4,2,1,0,0,1,4
10371,19,10,2,4,48,53,1,10
7778,23,12,13,5,58,31,30,6
6612,21,13,18,7,50,38,12,7
10,2,2,1,8,5,2,1,8
5492,19,11,24,7,46,39,18,8
4668,9,10,9,1,37,51,6,6
337,2,11,5,7,8,15,6,3
7,0,3,0,0,2,1,3,6
4561,8,8,11,1,29,24,10,4
471,2,8,6,4,9,20,1,5
215,3,4,4,6,8,10,1,6
626,4,6,8,0,13,10,7,8
124,1,3,6,0,6,18,1,9
2139,12,6,7,8,34,6,1,4
115,2,6,8,2,13,4,11,8
5955,13,10,8,3,48,49,8,9
1835,9,7,6,1,26,29,6,8
171,2,4,12,8,7,16,1,4
16,2,5,5,2,8,3,2,2
2248,7,10,9,3,25,39,6,9
256,2,8,11,2,12,19,9,4
2503,11,6,6,4,29,14,1,6
7231,11,7,1,0,30,34,3,7
4660,18,13,4,7,49,44,14,8
4230,13,9,4,3,37,29,13,7
57,1,2,1,0,8,1,1,6
4039,14,6,5,4,37,13,1,1
2027,16,7,8,2,46,38,1,6
13104,28,12,30,7,66,58,15,10
1054,11,8,6,3,37,25,2,4
2964,15,7,8,0,44,29,3,9
1639,8,5,2,0,31,11,2,4
48,1,5,3,2,7,7,1,10
1300,9,9,9,4,21,27,1,5
1472,14,11,10,2,43,50,1,7
9723,22,8,7,0,59,42,7,4
86,1,3,6,1,5,0,5,9
664,4,9,12,4,35,28,5,5
1383,7,8,8,5,22,28,2,8
597,4,4,5,2,13,4,5,4
325,6,6,3,2,23,5,3,7
8497,25,11,15,5,58,54,3,7
3449,12,9,7,0,36,27,14,3
1,2,5,4,2,7,1,1,4
9288,27,15,21,2,65,57,14,8
1593,5,6,6,3,15,16,1,4
165,1,7,5,5,5,7,6,6
6938,21,11,14,1,47,39,16,4
1171,7,9,9,6,17,18,1,4
1830,8,5,5,0,27,12,2,7
2963,10,10,7,0,37,29,7,6
263,6,5,7,1,21,14,1,4
2326,5,9,6,2,31,33,3,4
97,4,5,5,0,11,7,1,10
1319,9,5,8,4,30,24,2,7
963,7,8,8,2,32,23,9,6
1239,8,10,12,3,21,23,5,1
137,0,6,2,1,4,17,4,7
771,8,6,6,3,14,11,11,8
730,6,7,10,1,27,23,1,6
80,2,6,4,0,9,9,5,7
93,2,7,8,0,16,14,1,4
8504,20,8,8,2,55,48,14,4
5141,18,10,11,7,31,38,6,9
11568,30,10,18,6,68,46,22,6
11,0,4,3,1,4,4,1,3
878,6,9,9,1,15,17,10,4
4680,13,7,5,2,33,15,5,10
1228,8,8,6,4,31,9,1,1
8669,19,10,24,1,49,50,5,1
1041,13,11,20,1,35,19,18,8
64,1,6,6,4,5,13,1,4
1718,10,8,9,3,30,32,2,6
3189,14,11,7,0,42,17,19,6
939,1,4,2,4,7,15,1,4
10051,19,6,7,4,50,36,20,4
182,0,4,1,6,5,6,1,2
858,6,7,4,1,29,13,10,4
9,0,3,6,3,1,3,1,4
687,1,5,5,5,9,8,4,9
5658,14,9,7,0,37,13,2,6
618,4,7,7,5,14,29,1,8
5096,7,6,6,0,26,21,17,9
96,0,3,6,0,4,6,4,3
2078,6,6,11,0,22,35,1,7
7850,20,14,19,3,52,58,24,6
0,0,5,3,0,2,0,2,8
10,3,5,5,3,7,1,7,6
242,7,7,6,0,24,16,2,8
2276,10,10,8,3,25,33,2,6
1882,12,11,10,3,36,34,18,6
12,4,8,3,6,16,1,11,8
46,7,10,6,5,16,14,1,8
14,0,1,0,1,4,0,1,3
2,0,4,5,5,1,1,1,3
217,6,7,5,0,20,9,2,5
0,0,2,1,1,1,0,1,4
1884,9,11,9,4,31,43,7,6
3612,13,10,3,3,38,45,1,7
2641,8,5,8,1,17,29,1,7
49,2,6,3,4,11,1,10,2
346,5,9,11,4,28,7,11,5
2,1,6,4,4,5,3,1,1
2527,9,8,7,1,35,30,1,4
1712,12,6,7,2,24,16,2,7
1936,11,4,2,4,27,17,1,4
435,1,3,2,4,5,5,1,7
3517,23,13,18,3,57,35,4,4
116,3,5,8,4,12,10,5,6
0,0,5,1,5,0,0,2,6
2567,18,10,26,2,43,33,6,7
6290,25,15,9,7,62,45,30,8
2161,6,8,7,0,33,27,24,4
1051,9,5,6,2,32,23,1,7
50,1,5,6,4,14,6,5,5
246,5,7,6,1,21,16,4,4
867,10,8,4,0,23,8,1,7
381,8,12,10,3,19,19,1,4
2222,12,9,10,0,31,33,16,9
1564,4,6,3,1,13,28,1,7
528,3,5,2,1,12,20,1,7
2406,9,11,9,5,28,31,3,7
73,1,7,7,3,9,11,2,1
509,9,10,9,5,27,13,8,8
919,4,6,4,0,25,26,8,7
810,4,4,9,2,16,8,3,4
1695,9,4,2,0,32,12,1,4
9,0,5,4,4,9,8,1,4
649,3,7,7,2,16,28,2,7
4547,16,12,7,2,53,45,4,6
850,4,3,4,5,13,8,5,6
250,6,5,7,0,30,10,3,8
360,1,4,5,1,7,4,1,3
40,0,3,2,3,1,5,1,4
8404,14,7,12,3,24,35,8,6
7435,24,11,7,0,54,46,6,6
3068,11,6,7,2,26,20,6,5
4149,15,9,21,4,49,36,19,6
4650,18,11,14,3,47,39,13,9
112,1,8,9,3,5,10,1,3
5404,15,13,9,3,52,31,23,1
8344,27,12,15,2,67,56,23,7
2624,15,9,10,5,43,30,3,6
1433,10,11,18,0,29,26,10,10
2669,12,10,4,6,34,25,5,7
408,2,5,5,1,15,13,3,6
1523,9,11,10,0,29,43,2,7
2963,9,6,10,3,40,27,7,4
3070,12,7,5,3,36,21,3,5
12465,28,14,25,7,68,57,19,7
13,1,6,3,1,10,14,1,4
2991,10,9,8,2,29,27,10,5
829,4,5,3,2,17,15,1,4
565,6,8,6,1,24,20,4,4
62,1,4,4,5,7,2,5,3
1789,5,6,5,1,24,9,1,4
3856,18,8,24,2,44,48,1,6
1059,16,10,6,0,32,19,8,6
203,4,6,6,5,9,12,2,9
14647,30,15,30,7,68,59,30,5
102,1,3,3,1,5,6,1,3
6990,16,10,16,2,56,51,27,5
1002,3,2,2,1,8,11,5,6
11283,23,11,12,0,56,52,5,4
2045,8,6,7,0,17,17,3,3
3,0,5,5,2,3,2,1,2
53,1,8,6,3,4,11,1,8
12435,25,11,11,2,60,46,22,8
229,4,3,9,4,9,7,2,7
2409,5,7,3,8,23,32,1,7
1693,8,11,8,7,20,24,5,6
5054,9,10,4,3,33,41,1,2
391,6,7,3,6,16,4,6,8
7537,24,12,14,5,62,40,9,2
2051,19,10,5,2,45,24,3,3
5619,17,11,11,2,44,39,14,3
431,2,9,2,0,17,21,3,6
6279,20,9,15,2,53,44,9,6
1208,11,5,3,2,25,16,2,8
2564,9,8,11,3,20,35,1,6
5299,20,13,21,7,48,50,20,6
5,0,2,0,1,5,0,2,6
622,4,8,11,0,14,14,12,6
1402,17,9,10,1,38,29,3,6
2640,11,6,6,2,38,16,4,9
1,1,3,6,0,3,2,1,8
7105,24,12,20,8,60,39,12,3
88,2,3,6,8,7,8,1,3
552,3,7,5,3,11,13,1,6
25,1,3,8,2,2,1,1,6
0,0,3,1,1,0,1,1,1
250,8,11,6,2,18,32,1,6
705,7,8,6,1,16,11,4,6
6557,18,10,13,0,47,35,2,8
2026,8,8,13,1,32,25,3,8
226,1,4,2,1,8,11,3,2
5504,19,11,10,0,53,39,10,6
3796,10,14,14,0,42,46,21,4
344,5,8,11,7,17,16,3,5
742,0,5,4,1,5,17,1,4
2147,14,10,5,2,39,18,6,4
3,1,7,4,5,8,2,1,3
7204,18,10,12,3,60,53,15,3
1074,14,11,16,8,47,31,10,7
31,1,8,10,0,7,6,2,4
159,2,2,4,1,4,2,1,8
9985,26,8,17,0,59,51,13,6
745,8,10,9,3,23,11,2,8
7298,15,14,17,2,54,50,26,4
9610,25,12,27,7,55,43,14,9
212,8,6,3,2,26,19,1,4
8164,20,11,11,3,51,47,15,4
7937,15,5,6,1,35,46,6,4
1098,9,7,3,1,16,9,5,4
13229,27,13,30,3,63,55,8,6
1230,7,5,1,5,27,14,1,8
5517,16,6,12,1,35,33,11,6
2760,5,9,6,4,20,40,2,2
232,3,6,3,1,14,6,8,8
52,2,4,7,0,8,5,4,9
248,1,4,7,1,13,13,3,6
166,6,6,5,5,13,2,4,2
2370,16,9,12,2,43,29,2,4
1599,4,4,5,2,9,20,1,7
6,0,3,1,1,4,1,9,8
3533,6,8,7,1,29,21,6,9
4414,14,7,8,3,46,50,2,3
505,3,4,6,4,12,13,4,9
9200,23,8,13,3,46,41,7,8
547,2,5,4,1,9,23,1,2
151,2,4,3,1,14,9,2,8
174,4,7,3,1,15,20,3,7
3259,6,8,4,7,19,25,16,4
1234,17,11,12,3,41,34,4,8
18,0,2,4,6,4,2,4,9
7138,17,9,8,1,55,48,16,6
1782,15,11,12,3,30,30,9,7
103,1,7,5,5,3,3,4,4
5016,20,9,19,1,40,29,21,6
413,7,7,5,5,14,19,1,2
1,0,3,1,4,1,0,1,4
4280,7,10,7,2,29,44,4,8
0,0,4,3,4,1,1,3,7
472,5,6,1,6,14,14,4,5
9207,27,13,12,2,65,55,20,6
12262,24,11,12,0,62,46,15,3
12501,24,12,27,2,62,57,7,3
1413,11,5,7,2,30,21,11,8
477,11,5,9,3,28,28,1,8
68,1,3,2,4,5,8,1,8
596,10,8,6,0,24,18,6,7
776,4,5,2,1,15,3,11,6
8010,16,10,12,1,49,48,2,7
37,0,4,8,1,2,2,3,9
3196,9,4,5,1,37,22,6,4
185,6,8,6,3,20,8,1,6
4761,18,12,8,7,44,56,1,6
654,6,13,16,3,16,25,21,8
2569,18,10,15,8,51,46,2,1
468,2,5,12,7,16,8,2,5
3472,7,9,13,6,21,37,10,5
1281,12,4,1,0,23,4,2,9
2706,6,7,7,2,28,42,3,2
79,0,5,3,6,4,12,1,4
2642,13,7,5,1,35,40,2,6
19,1,3,2,1,3,1,1,7
591,5,7,9,4,20,22,1,7
523,10,6,6,0,20,6,8,3
3681,13,6,4,5,43,36,2,8
203,2,7,4,1,15,12,4,8
2186,5,6,3,1,28,29,7,6
1120,6,9,5,0,29,28,4,7
5998,8,7,10,3,29,40,4,3
1889,6,9,7,3,26,25,7,6
1505,4,5,9,0,12,15,5,6
1072,10,6,5,0,25,20,1,8
381,6,6,3,6,15,3,2,2
51,5,4,3,4,7,9,1,4
0,0,1,0,0,0,0,1,5
707,2,7,7,0,9,11,1,4
15,1,2,3,0,5,3,1,1
0,0,2,2,2,2,0,1,7
768,4,6,8,0,18,18,6,8
12307,22,11,19,1,50,45,7,5
1600,6,10,11,0,24,30,9,6
3269,10,7,9,6,34,29,1,1
365,3,9,6,4,22,27,2,6
42,4,7,5,4,14,6,1,7
127,0,5,5,0,5,3,3,8
257,5,7,2,0,14,6,1,8
8,0,3,2,2,4,8,1,2
704,7,7,11,0,24,13,1,4
245,5,10,8,2,22,18,4,8
33,4,8,2,0,8,15,1,8
182,2,7,3,1,9,6,1,4
81,3,6,6,1,8,9,1,7
7463,21,10,9,8,52,43,18,6
0,0,5,5,4,0,1,1,6
810,7,7,8,0,20,28,2,8
3657,11,10,7,4,27,34,6,8
6987,20,9,10,0,49,33,4,6
6020,14,8,14,3,40,23,5,6
4,0,2,3,1,3,2,5,4
470,3,7,12,7,5,10,3,6
289,5,7,8,3,23,10,1,4
623,5,3,2,1,25,16,1,7
116,3,4,2,0,17,6,1,4
1209,4,5,8,7,8,11,1,6
1349,13,10,6,5,42,41,2,8
884,5,7,8,2,15,10,13,6
1051,4,4,3,1,18,8,1,6
408,4,4,1,6,14,2,2,4
4,0,4,4,1,1,3,1,8
494,6,6,9,6,23,20,3,1
536,3,7,6,1,15,9,2,8
37,0,6,9,6,4,5,1,6
5837,16,9,13,2,41,37,8,9
2125,15,4,4,0,42,16,2,4
2214,13,9,13,1,36,26,10,7
1536,10,8,4,6,39,25,1,7
7029,26,13,12,5,63,37,13,4
176,2,6,7,6,19,14,2,8
17,0,2,1,1,1,1,1,8
1991,6,7,12,0,24,11,12,8
605,13,9,6,0,34,6,2,5
80,0,6,6,0,4,6,8,6
292,5,7,1,7,18,7,1,5
9167,20,10,16,0,48,52,1,6
91,0,7,2,1,5,3,7,6
639,4,9,13,2,31,30,3,8
9024,15,8,10,1,50,48,8,6
9251,21,10,7,4,54,54,2,8
8898,20,12,15,5,45,37,15,6
7,1,6,4,4,12,8,2,3
591,9,7,5,2,27,12,5,8
2577,6,5,6,1,19,27,13,6
1415,10,6,17,2,16,14,1,9
137,3,5,9,4,14,14,1,8
7624,23,7,9,0,57,52,3,7
622,7,7,3,2,9,6,3,7
296,6,9,16,0,25,16,9,7
291,2,6,3,1,7,7,1,4
1981,17,10,3,2,37,26,3,7
6736,20,9,5,2,39,52,1,3
1639,10,7,7,3,24,15,3,2
1520,8,5,7,3,16,18,1,8
103,3,7,4,6,19,10,9,7
2748,11,7,8,3,30,29,1,6
2279,5,10,8,5,24,23,4,4
333,3,9,3,0,15,11,2,4
4152,11,6,5,6,27,30,7,4
103,2,5,5,8,6,10,1,4
453,1,5,1,1,10,3,2,6
1638,12,10,16,4,41,16,15,9
5328,13,11,13,2,44,34,12,9
1673,13,9,6,2,32,16,2,5
49,2,7,6,0,18,15,1,4
111,2,7,8,2,15,17,2,4
3259,7,9,10,0,25,28,13,3
148,1,4,1,3,7,1,4,5
0,0,4,2,2,1,0,1,6
135,4,5,2,6,16,12,1,1
4521,11,8,9,1,33,27,16,6
128,2,10,9,6,15,13,19,6
2718,15,7,23,4,44,30,5,6
1021,8,9,13,7,25,12,2,1
5095,13,10,12,2,41,22,9,6
292,6,7,2,0,28,10,2,6
10252,25,11,12,4,65,56,19,6
1248,12,11,7,6,34,12,14,6
62,1,2,0,2,9,4,1,7
184,2,2,2,1,7,3,1,2
883,6,8,18,4,35,23,6,3
5054,10,9,13,3,35,33,10,4
2877,15,14,15,5,45,20,7,8
2331,10,9,9,2,28,25,1,7
963,9,9,15,2,26,22,1,1
2234,7,10,6,2,29,29,4,4
1005,4,3,3,0,23,13,2,4
705,4,8,2,1,26,12,3,5
1161,5,12,11,5,26,22,10,6
11,2,4,1,3,13,3,1,6
6707,11,10,17,2,34,48,2,6
3769,23,10,12,2,58,37,20,4
6071,26,15,14,3,61,53,2,9
1057,7,8,3,1,17,16,3,9
3801,9,6,4,0,25,29,6,7
3782,12,8,3,5,28,25,1,7
6,0,2,2,4,2,3,1,5
950,5,6,6,6,12,12,1,5
0,0,4,2,1,2,2,1,1
9,0,3,3,5,1,1,1,6
2016,8,7,12,5,25,30,1,4
1478,5,8,3,3,17,28,1,7
11,0,5,2,0,5,1,4,4
426,5,7,5,1,27,20,3,2
70,3,9,7,3,8,5,3,7
2553,14,11,8,0,40,18,29,4
54,1,4,3,1,3,14,1,7
115,4,6,3,6,11,14,1,8
0,0,3,1,1,2,0,2,9
6500,20,10,21,5,35,43,1,8
213,2,7,9,0,7,9,11,4
161,5,7,6,1,21,25,1,4
269,3,4,6,1,17,10,2,7
121,3,6,5,6,15,4,7,6
224,0,5,4,3,2,2,11,8
7417,20,13,12,3,37,44,14,6
7165,10,8,3,3,35,51,2,7
1227,3,5,2,0,15,16,1,6
157,3,6,3,4,11,7,1,8
3573,21,7,8,2,45,23,4,7
2418,7,6,6,3,29,22,5,3
592,6,8,7,0,19,20,1,4
4238,17,7,4,0,53,12,4,10
10068,25,14,23,7,59,46,21,9
1547,7,5,4,2,32,34,3,10
2,2,5,4,3,8,2,1,6
3,0,7,4,4,3,3,5,3
1,0,3,4,2,1,0,2,8
10567,23,10,12,0,59,40,7,7
6400,11,10,6,0,40,38,7,6
697,5,8,12,6,15,10,7,1
0,0,7,6,4,3,1,1,8
1610,4,3,3,1,19,6,1,6
4433,20,13,16,2,50,54,3,2
32,0,3,3,2,7,4,1,4
4129,9,12,19,2,25,31,3,4
6512,13,10,6,3,42,36,14,6
4258,13,6,16,0,43,47,2,8
79,1,8,9,2,4,2,3,3
1423,9,9,8,2,26,26,2,7
1518,3,5,2,1,16,14,2,7
8937,24,14,20,3,62,55,12,9
251,2,5,7,1,13,6,2,9
5320,17,10,18,3,49,40,16,6
775,3,7,6,0,17,15,3,9
1456,5,5,6,0,11,27,2,4
10279,27,13,21,4,62,50,5,4
3503,13,10,5,10,42,16,4,5
723,6,7,8,4,20,28,2,4
165,8,5,2,2,19,5,1,10
2593,13,8,10,5,42,37,2,8
14279,28,15,26,7,68,60,20,7
80,1,3,1,10,7,3,4,2
7374,21,7,12,6,35,27,7,4
7796,21,10,11,0,56,49,7,7
3981,11,11,6,8,35,41,11,5
464,1,9,4,5,16,19,4,8
1,0,3,4,0,1,0,1,3
7103,23,12,14,7,58,44,18,9
3693,9,7,8,8,17,26,2,5
27,3,7,8,5,9,7,5,6
1631,13,12,14,2,31,17,10,5
71,1,3,1,3,9,12,1,6
8469,21,7,15,2,56,50,11,4
2751,8,10,12,2,27,33,9,3
386,7,7,5,3,33,25,5,4
8728,15,8,9,2,46,51,2,4
15,0,5,2,1,2,1,1,4
3952,8,7,18,0,34,26,5,9
4238,11,8,11,3,39,36,2,6
2283,9,8,12,1,35,35,9,9
0,0,3,2,1,5,0,1,4
36,0,4,3,3,4,10,4,7
484,5,7,4,8,20,10,4,9
5301,18,5,7,1,52,35,12,9
1548,6,4,4,0,22,12,2,9
825,14,7,5,1,28,8,7,9
6,0,4,2,0,3,1,2,8
2216,5,7,8,1,30,41,13,5
5,0,2,3,1,0,1,1,7
1859,2,6,2,1,5,11,4,8
3114,10,8,11,4,22,29,10,6
183,1,4,6,1,7,6,1,2
1442,9,11,10,0,27,29,4,4
12882,29,14,12,7,67,58,17,9
100,2,2,1,1,15,3,1,8
4617,11,7,9,1,32,16,15,3
1644,5,5,4,0,10,12,1,7
19,2,4,4,4,4,1,1,4
1286,17,8,5,8,49,22,2,4
12222,23,10,12,4,51,51,5,6
2738,17,13,13,3,43,26,7,6
89,2,6,4,1,9,5,1,8
2,0,3,3,4,2,1,1,6
235,4,3,2,0,11,7,1,7
2375,6,5,17,4,32,12,6,7
3092,22,7,6,4,55,27,3,9
161,3,5,9,4,5,9,1,6
174,3,4,3,1,7,2,1,4
0,0,3,3,1,0,0,1,4
2019,7,8,6,2,31,30,5,3
2980,12,5,5,3,47,30,2,5
389,3,6,6,3,17,8,3,3
4670,11,11,12,6,46,48,3,8
8,1,6,2,2,4,1,1,6
1481,9,5,9,1,19,9,3,8
6734,14,9,7,2,48,43,2,6
2329,12,6,11,0,34,21,5,5
50,1,3,2,2,7,2,1,6
1308,5,7,6,3,14,8,4,5
7586,15,13,8,0,53,46,23,8
561,12,7,6,0,38,10,3,7
864,10,9,13,7,33,18,12,5
25,0,7,5,2,5,5,8,3
371,1,5,5,1,4,5,12,7
114,3,8,8,5,18,12,6,10
2241,11,7,7,1,23,25,4,2
0,0,1,0,6,1,0,1,4
0,0,1,1,0,0,0,1,7
63,4,10,6,4,14,4,1,4
6186,21,12,9,0,56,51,4,4
9474,25,11,9,3,60,47,13,5
950,6,9,4,10,24,20,2,7
10623,25,15,24,3,63,59,20,7
14,0,4,1,0,6,2,3,8
4931,19,9,13,0,42,30,13,7
3030,7,7,8,2,30,40,2,6
5200,19,7,4,8,42,26,7,10
12396,27,11,20,0,62,48,22,9
1663,7,7,11,0,32,12,17,6
1459,8,9,11,0,34,25,7,7
602,4,4,8,5,16,22,2,3
349,4,4,3,4,22,7,2,8
8,1,4,3,4,4,3,1,1
2051,7,7,7,2,29,28,1,3
616,2,7,8,8,10,10,3,7
2076,23,11,26,5,51,32,23,8
1419,11,8,25,3,27,7,9,8
233,1,2,1,4,10,7,8,10
5943,16,11,26,3,39,51,13,7
1,0,2,2,1,3,1,1,8
5,0,5,0,0,2,3,3,3
410,11,9,10,0,32,11,2,9
1361,7,10,9,3,30,26,5,6
31,1,4,2,1,6,8,1,7
1026,9,6,6,6,23,12,1,4
883,11,6,13,8,27,15,12,8
343,2,7,14,2,14,21,1,8
1206,8,7,11,3,21,26,1,6
1654,3,6,5,2,18,31,1,9
500,4,7,8,0,19,7,2,10
51,0,6,5,4,1,6,1,4
9536,19,11,17,6,53,45,18,7
1375,13,10,23,2,35,39,1,7
997,4,4,10,5,11,8,1,7
991,7,9,12,0,21,17,2,6
2540,15,6,7,5,31,22,3,2
191,1,6,1,1,5,1,2,3
1676,6,10,6,6,21,28,8,1
3561,15,7,5,6,36,24,3,9
536,2,5,7,0,16,8,7,8
1231,2,9,6,4,11,15,3,6
1471,4,4,1,1,19,15,5,4
6,0,4,2,1,2,2,3,5
6560,20,14,22,5,50,43,8,6
1376,7,5,6,3,13,12,1,6
2719,19,12,13,0,47,32,6,5
1046,4,4,4,6,11,23,2,8
7524,21,13,20,5,57,56,9,6
933,3,7,9,0,9,25,16,6
43,3,6,1,0,19,5,7,3
3386,10,7,4,8,34,28,1,8
1733,10,12,13,3,28,29,6,4
11092,28,15,23,2,67,58,23,1
1490,9,8,4,0,23,6,6,4
1833,8,7,12,10,25,8,2,7
5,0,4,3,0,6,2,1,5
1161,7,7,4,2,20,7,6,1
3200,9,8,6,3,25,25,23,6
3345,9,4,4,1,27,30,1,8
0,0,4,3,4,3,4,1,4
185,5,11,15,3,18,15,13,6
1050,5,5,3,3,15,10,1,4
8680,24,11,10,2,61,41,2,9
7546,9,5,4,1,25,23,2,4
284,7,7,4,0,20,4,4,3
7111,21,11,23,2,47,51,6,8
175,5,5,3,2,20,6,6,6
9505,21,12,5,7,48,49,2,5
3651,16,11,12,3,52,28,7,3
116,2,5,5,1,13,8,2,9
2527,12,11,13,0,41,40,9,6
18,1,4,5,1,3,1,1,7
2096,17,5,6,0,35,23,1,1
125,3,10,8,2,11,23,2,2
48,2,3,0,1,10,0,1,7
204,10,9,7,0,33,9,2,10
106,8,9,6,2,23,6,2,8
4056,16,6,6,0,40,14,4,4
1181,12,7,4,6,25,10,1,4
4903,20,10,10,4,51,36,12,3
5665,15,7,6,2,38,33,2,4
383,4,7,4,0,10,5,2,6
1713,7,10,11,5,25,22,1,9
1886,8,5,7,1,33,16,2,6
1422,10,9,5,0,20,14,1,6
3447,12,8,10,3,39,32,2,8
3406,24,9,8,6,54,38,3,8
1337,9,9,10,3,23,26,2,10
1617,4,6,9,1,16,26,5,7
5665,12,7,6,6,34,15,15,6
1199,5,10,3,3,19,15,3,7
6184,19,10,10,5,46,41,3,4
3829,11,11,22,7,24,36,9,9
6955,17,12,18,7,50,48,8,6
4463,23,10,15,2,62,29,15,8
47,1,4,2,1,4,5,1,9
188,1,2,3,0,8,3,1,1
24,0,7,1,6,2,1,22,7
8550,22,8,11,0,47,36,4,2
913,2,7,3,1,7,9,5,6
5580,18,12,17,7,47,41,12,8
2985,11,6,9,2,37,31,2,6
4113,16,4,5,4,44,33,3,8
11482,26,14,15,7,63,59,7,6
727,4,7,7,2,16,8,4,8
857,4,7,6,4,24,29,1,6
9654,20,8,14,5,59,46,15,4
938,3,5,11,4,12,15,1,5
2675,6,8,5,3,29,17,13,3
1323,2,7,6,8,8,15,8,6
9335,20,13,8,6,41,53,6,7
14632,28,13,18,7,65,55,16,5
11131,22,7,3,0,61,51,3,7
476,8,8,7,7,18,21,1,8
6749,22,9,12,3,53,48,21,9
595,3,10,9,5,8,8,5,6
187,6,4,8,0,19,10,2,4
0,0,3,1,1,1,2,1,4
364,5,8,3,1,12,6,13,2
1012,5,7,6,8,22,19,1,6
89,1,6,6,1,3,1,2,2
433,4,11,11,6,23,29,1,4
378,4,6,3,2,7,9,3,5
3695,17,13,15,2,44,38,5,4
1537,7,11,10,0,34,22,5,8
3171,8,10,6,3,29,22,10,3
258,12,9,14,0,27,13,3,3
3193,21,13,18,7,54,33,1,7
336,3,10,6,3,11,13,1,6
2088,8,7,9,2,32,27,7,9
8296,22,6,6,4,48,43,15,4
951,4,10,6,1,26,22,16,6
1008,2,10,11,5,13,21,1,8
1683,8,8,9,5,25,10,6,8
46,1,6,5,2,5,4,1,5
431,16,5,6,0,39,10,4,7
2050,13,5,9,1,39,32,1,4
1726,10,6,3,1,33,12,14,8
1,0,4,3,0,3,1,1,1
5538,10,6,5,7,31,40,3,5
887,9,10,7,3,22,32,3,8
9595,23,8,9,6,54,33,4,10
344,2,5,5,0,9,6,2,4
34,0,5,2,2,3,2,1,9
441,2,5,5,0,6,9,3,8
169,6,9,8,1,14,19,1,8
435,4,11,9,3,18,8,4,6
3777,14,10,19,2,42,32,25,6
5992,16,12,9,7,44,32,20,6
0,0,1,0,1,0,0,2,6
4728,8,7,8,2,21,25,1,6
15000,30,14,30,7,68,60,19,6
26,1,5,2,1,5,3,1,8
9898,23,12,18,7,57,55,12,4
11731,28,14,18,7,61,54,3,4
59,1,5,2,6,6,14,1,6
1574,4,6,7,2,11,22,1,7
4422,18,8,12,3,41,40,1,8
1441,10,6,15,2,19,38,1,2
1083,6,6,5,0,30,21,11,7
1608,11,5,3,1,40,24,1,8
